,Unnamed: 0,Fahrzeugklasse,Fahrzeugart_Code,Fahrzeugart,Marken_Code,Marke,Marke_und_Typ,Typ1,Typ2,Typ3,Typ4,Typengenehmigungs-Nr,Typengenehmigungs-Nr_Zusatz,Karosserieform_Code,Karosserieform,Farbe,Farbe_Zusatz,Sitzplätze,Sitzplätze_vorne,Stehplätze,Leergewicht,Nutzlast,Gesamtgewicht,Gesamtzugsgewicht,Anhängelast,Dachlast,Tankinhalt_Aufbaus,Hubraum,Zylinder,Leistung,Motorkennzeichen,Treibstoff_Code,Treibstoff,CO2,Emissionscode,Energieeffizienzkategorie,Getriebe_Code,Getriebe,Getriebe_Detailcode,Antrieb_Code,Antrieb,Achsen,Erstinverkehrsetzung_Jahr,Erstinverkehrsetzung_Monat,Erstinvekehrsetzung_Kanton,Erstinverkehrsetzung_Staat,Gebrauchtcode,Ersterfassung_Jahr,Ersterfassung_Monat,Schildfarbe_Code,Schildfarbe,Schildart_Code,Schildart,Inverkehrsetzung_Status_Code,Inverkehrsetzung_Kanton,PLZ,Ort,BFS-Gemeinde-Nr,Staat_Code,Staat,Halterart_Code,Halterart,Besondere_Verwendung_Code,Besondere_Verwendung,Unnamed: 63,Marke_harm,Type_harm,Luxury,Marke_Typ_harm
2509,5918848,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 bmt,tiguan 2.0 bmt,tiguan,2.0,BMT,1VE597,,163,Limousine,Grau,,5,2,0,1683,557,2240,0,0,100,0,1968,4,130,CFGC,D,Diesel,151.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2014,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6431,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
2791,5923411,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 bmt,tiguan 2.0 bmt,tiguan,2.0,BMT,1VE949,,163,Limousine,Schwarz,Metallic,5,2,0,1798,462,2260,0,2200,100,0,1968,4,130,CFGC,D,Diesel,154.0,B5b,F,M,Mechanisch,M7A,A,Allrad,2,2015,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6141,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
2970,5933173,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tdi 4m,tiguan 2.0 tdi 4m,tiguan,2.0,TDI 4M,1VF752,,163,Limousine,Weiss,,5,2,0,1818,502,2320,0,2500,75,0,1968,4,140,,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2016,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,7004,CH,Schweiz,3,juristisch,,,,vw,TIGUAN,x,vw - TIGUAN
3018,5921926,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 bmt,tiguan 2.0 bmt,tiguan,2.0,BMT,1VE945,,163,Limousine,Grau,Metallic,5,2,0,1774,476,2250,0,0,100,0,1968,4,103,CFFB,D,Diesel,150.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2014,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6487,CH,Schweiz,3,juristisch,,,,vw,TIGUAN,x,vw - TIGUAN
3160,5941122,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF754,,163,Limousine,Weiss,,5,2,0,1831,499,2330,0,2500,75,0,1968,4,140,DFHA,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2017,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
3232,5913043,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi bmt,tiguan 2.0tdi bmt,tiguan,2.0tdi,BMT,1VD982,,163,Limousine,Weiss,,5,2,0,1659,591,2250,0,0,0,0,1968,4,103,CFFB,D,Diesel,150.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2012,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4047,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
3247,5907318,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi,tiguan 2.0tdi,tiguan,2.0tdi,,1VD980,,163,Limousine,Schwarz,Metallic,5,2,0,1668,582,2250,0,0,0,0,1968,4,103,CFFB,D,Diesel,157.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2011,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6621,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
3335,5941148,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF748,,163,Limousine,Grau,,5,2,0,1857,463,2320,0,2500,75,0,1968,4,110,DFGA,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2017,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1099,CH,Schweiz,3,juristisch,,,,vw,TIGUAN,x,vw - TIGUAN
3482,5909997,M1,1,Personenwagen,4017,vw,vw tiguan 1.4tsi,tiguan 1.4tsi,tiguan,1.4tsi,,1VD974,,163,Limousine,Weiss,,5,2,0,1631,569,2200,0,0,100,0,1390,4,118,CAVD,B,Benzin,178.0,B5b,G,M,Mechanisch,M6,A,Allrad,2,2012,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5586,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
3529,5935756,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tsi 4m,tiguan 2.0 tsi 4m,tiguan,2.0,TSI 4M,1VF713,,163,Limousine,Schwarz,Metallic,5,2,0,1767,463,2230,0,0,75,0,1984,4,132,CZPA,B,Benzin,170.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2017,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
3587,5940090,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF882,,163,Limousine,Weiss,,5,2,0,1936,414,2350,0,2500,75,0,1968,4,176,CUAA,D,Diesel,167.0,B6b,F,M,Mechanisch,M7A,A,Allrad,2,2017,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,161,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
3908,5905888,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi bmt,tiguan 2.0tdi bmt,tiguan,2.0tdi,BMT,1VD982,,163,Limousine,Schwarz,,5,2,0,1659,591,2250,0,0,100,0,1968,4,103,CFF,D,Diesel,150.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2011,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2275,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
4190,5933803,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF882,,163,Limousine,Grau,Metallic,5,2,0,1885,455,2340,0,0,75,0,1968,4,176,CUAA,D,Diesel,167.0,B6b,F,M,Mechanisch,M7A,A,Allrad,2,2016,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5118,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
4273,5918720,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 bmt,tiguan 2.0 bmt,tiguan,2.0,BMT,1VE608,,163,Limousine,Weiss,,5,2,0,1659,601,2260,0,2200,0,0,1968,4,103,,D,Diesel,158.0,B5b,F,M,Mechanisch,M7A,A,Allrad,2,2014,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2770,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
4406,5910921,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi bmt,tiguan 2.0tdi bmt,tiguan,2.0tdi,BMT,1VD982,,163,Limousine,Blau,,5,2,0,1659,601,2260,0,0,0,0,1968,4,103,CFFB,D,Diesel,158.0,B5b,F,M,Mechanisch,M7A,A,Allrad,2,2012,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1059,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
4504,5907778,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi,tiguan 2.0tdi,tiguan,2.0tdi,,1VD980,,163,Limousine,Weiss,,5,2,0,1668,572,2240,0,0,100,0,1968,4,103,CFFB,D,Diesel,157.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2012,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,195,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
4631,5941205,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF754,,163,Limousine,Schwarz,,5,2,0,1820,450,2270,0,0,75,0,1968,4,140,DFHA,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2017,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5192,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
4762,5911693,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tsi,tiguan 2.0tsi,tiguan,2.0tsi,,1VD978,,163,Limousine,Weiss,,5,2,0,1652,568,2220,0,0,100,0,1984,4,132,CCZD,B,Benzin,199.0,B5b,G,M,Mechanisch,M7A,A,Allrad,2,2012,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2236,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
4924,5929141,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tsi 4m,tiguan 2.0 tsi 4m,tiguan,2.0,TSI 4M,1VF713,,163,Limousine,Schwarz,Metallic,5,2,0,1732,458,2190,0,0,75,0,1984,4,132,CZPA,B,Benzin,170.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2016,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2770,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
4968,5937337,M1,1,Personenwagen,4017,vw,vw tiguan a.2.0tdi4m,tiguan a.2.0tdi4m,tiguan,a.2.0tdi4m,,1VG586,,163,Limousine,Braun,Metallic,7,2,0,1970,570,2540,0,2500,75,0,1968,4,140,DFHA,D,Diesel,153.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2018,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6421,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
4984,5945500,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF882,,163,Limousine,Blau,Metallic,5,2,0,1948,412,2360,0,2500,75,0,1968,4,176,CUAA,D,Diesel,167.0,B6b,F,M,Mechanisch,M7A,A,Allrad,2,2019,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2325,CH,Schweiz,1,männlich,3.0,Fahrschulfahrzeug,,vw,TIGUAN,x,vw - TIGUAN
5255,5919462,M1,1,Personenwagen,4017,vw,vw tiguan 1.4 bmt,tiguan 1.4 bmt,tiguan,1.4,BMT,1VE610,,163,Limousine,Weiss,,5,2,0,1537,543,2080,0,0,100,0,1390,4,118,CTHD,B,Benzin,156.0,B5b,G,M,Mechanisch,M6,V,Vorderrad,2,2014,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2335,CH,Schweiz,3,juristisch,,,,vw,TIGUAN,x,vw - TIGUAN
5257,5915976,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 bmt,tiguan 2.0 bmt,tiguan,2.0,BMT,1VE608,,163,Limousine,Schwarz,Metallic,5,2,0,1659,601,2260,0,0,100,0,1968,4,103,CFFB,D,Diesel,158.0,B5b,F,M,Mechanisch,M7A,A,Allrad,2,2013,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,27,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
5260,5924479,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 bmt,tiguan 2.0 bmt,tiguan,2.0,BMT,1VE945,,163,Limousine,Grau,Metallic,5,2,0,1774,486,2260,0,0,100,0,1968,4,103,CFFB,D,Diesel,153.0,B5b,E,M,Mechanisch,M7A,A,Allrad,2,2015,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,594,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
5276,5940947,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF754,,163,Limousine,Grau,Metallic,5,2,0,1836,484,2320,0,2500,75,0,1968,4,140,DFHA,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2018,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1632,CH,Schweiz,3,juristisch,,,,vw,TIGUAN,x,vw - TIGUAN
5331,5899110,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tsi,tiguan 2.0tsi,tiguan,2.0tsi,,1VD520,,163,Limousine,Weiss,,5,2,0,1673,537,2210,0,0,0,0,1984,4,147,,B,Benzin,213.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2009,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1051,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
5819,5935440,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF882,,163,Limousine,Schwarz,Metallic,5,2,0,1940,410,2350,0,2500,75,0,1968,4,176,CUAA,D,Diesel,167.0,B6b,F,M,Mechanisch,M7A,A,Allrad,2,2017,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,58,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
5868,5914253,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d,tiguan 2.0d,tiguan,2.0d,,1VE490,,163,Limousine,Weiss,,5,2,0,1683,577,2260,0,2200,0,0,1968,4,130,CFGC,D,Diesel,159.0,B5b,F,M,Mechanisch,M7A,A,Allrad,2,2013,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,371,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
6188,5907249,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tsi,tiguan 2.0tsi,tiguan,2.0tsi,,1VD978,,163,Limousine,Schwarz,Metallic,5,2,0,1652,548,2200,0,0,100,0,1984,4,132,CCZD,B,Benzin,199.0,B5b,G,M,Mechanisch,M6,A,Allrad,2,2011,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1132,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
6479,5896778,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi,tiguan 2.0tdi,tiguan,2.0tdi,,1VD497,,163,Limousine,Weiss,,5,2,0,1672,588,2260,0,0,100,0,1968,4,103.0,CBAB,D,Diesel,199.0,B04,G,A,Automat,A6,A,Allrad,2,2008,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2782,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
6631,5908410,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 track,tiguan 2.0 track,tiguan,2.0,TRACK,1VD979,,163,Limousine,Blau,,5,2,0,1652,0,2220,0,0,0,0,1984,4,132,,B,Benzin,199.0,B5b,G,M,Mechanisch,M7A,A,Allrad,2,2012,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6630,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
6634,5926924,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tdi 4m,tiguan 2.0 tdi 4m,tiguan,2.0,TDI 4M,1VF752,,163,Limousine,Grau,Metallic,5,2,0,1800,460,2260,0,0,75,0,1968,4,140,DFHA,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2016,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4282,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
6774,5935777,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tsi 4m,tiguan 2.0 tsi 4m,tiguan,2.0,TSI 4M,1VF713,,163,Limousine,Grau,Metallic,5,2,0,1750,480,2230,0,2500,75,0,1984,4,132,CZP,B,Benzin,170.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2017,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6640,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
7416,5915082,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tsi,tiguan 2.0tsi,tiguan,2.0tsi,,1VD978,,163,Limousine,Grau,,5,2,0,1652,568,2220,0,0,0,0,1984,4,132,CCZD,B,Benzin,199.0,B5b,G,M,Mechanisch,M7A,A,Allrad,2,2013,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,261,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
7590,5913354,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi bmt,tiguan 2.0tdi bmt,tiguan,2.0tdi,BMT,1VD982,,163,Limousine,Grau,,5,2,0,1659,601,2260,0,0,100,0,1968,4,103,CFFB,D,Diesel,158.0,B5b,D,M,Mechanisch,M7A,A,Allrad,2,2012,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1093,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
7720,5895150,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi t+f,tiguan 2.0tdi t+f,tiguan,2.0tdi,T+F,1VD498,,163,Limousine,Schwarz,Metallic,5,2,0,1672,568,2240,0,2500,75,0,1968,4,103.0,,D,Diesel,199.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2008,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,360,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
7821,5928464,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tdi 4m,tiguan 2.0 tdi 4m,tiguan,2.0,TDI 4M,1VF746,,163,Limousine,Grau,Metallic,5,2,0,1773,487,2260,0,2500,75,0,1968,4,110,DFGA,D,Diesel,147.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2016,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1059,CH,Schweiz,3,juristisch,,,,vw,TIGUAN,x,vw - TIGUAN
7963,5940740,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF754,,163,Limousine,Schwarz,Metallic,5,2,0,1831,489,2320,0,2500,75,0,1968,4,140,DFHA,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2017,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4276,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
8346,5935954,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tsi 4m,tiguan 2.0 tsi 4m,tiguan,2.0,TSI 4M,1VF876,,163,Limousine,Grau,Metallic,5,2,0,1770,490,2260,0,2500,75,0,1984,4,162.0,CHHB,B,Benzin,180.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2017,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3901,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
8729,5921523,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 bmt,tiguan 2.0 bmt,tiguan,2.0,BMT,1VE950,,163,Limousine,Weiss,,5,2,0,1798,462,2260,0,0,100,0,1968,4,130.0,CFGC,D,Diesel,159.0,B5b,E,M,Mechanisch,M7A,A,Allrad,2,2014,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4666,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
8752,5897843,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi,tiguan 2.0tdi,tiguan,2.0tdi,,1VD598,,163,Limousine,Grau,Metallic,5,2,0,1672,588,2260,0,0,0,0,1968,4,103.0,,D,Diesel,199.0,B04,G,A,Automat,A6,A,Allrad,2,2009,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3238,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
9003,5923041,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 bmt,tiguan 2.0 bmt,tiguan,2.0,BMT,1VE949,,163,Limousine,Grau,Metallic,5,2,0,1798,462,2260,0,2200,0,0,1968,4,130.0,CFGC,D,Diesel,154.0,B5b,F,M,Mechanisch,M7A,A,Allrad,2,2014,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5586,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
9054,5947704,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tsi 4m,tiguan 2.0 tsi 4m,tiguan,2.0,TSI 4M,1VH753,,161,Stationswagen,Schwarz,Metallic,5,2,0,1873,407,2280,0,2500,75,0,1984,4,169.0,DKTA,B,Benzin,175.0,B6d,G,M,Mechanisch,M7A,A,Allrad,2,2019,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,297,CH,Schweiz,4,unbekannt,,,,vw,TIGUAN,x,vw - TIGUAN
9134,5940399,M1,1,Personenwagen,4017,vw,vw tiguan 2.0d 4m rl,tiguan 2.0d 4m rl,tiguan,2.0d,4M RL,1VF903,,163,Limousine,Grau,Metallic,5,2,0,1778,502,2280,0,2000,75,0,1968,4,110.0,DFGA,D,Diesel,141.0,B6b,D,M,Mechanisch,M6,A,Allrad,2,2017,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5610,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
9249,5928060,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tsi 4m,tiguan 2.0 tsi 4m,tiguan,2.0,TSI 4M,1VF713,,163,Limousine,Schwarz,,5,2,0,1780,450,2230,0,0,75,0,1984,4,132.0,CZPA,B,Benzin,170.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2016,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,942,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
9261,5918759,M1,1,Personenwagen,4017,vw,vw tiguan 2.0,tiguan 2.0,tiguan,2.0,,1VE604,,163,Limousine,Braun,Metallic,5,2,0,1648,552,2200,0,0,0,0,1984,4,132.0,CCZD,B,Benzin,199.0,B5b,G,M,Mechanisch,M6,A,Allrad,2,2014,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,52,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
9281,5942628,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tsi 4m,tiguan 2.0 tsi 4m,tiguan,2.0,TSI 4M,1VG716,,163,Limousine,Weiss,,5,2,0,1723,507,2230,0,0,75,0,1984,4,132.0,CZPA,B,Benzin,164.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2018,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,66,CH,Schweiz,3,juristisch,,,,vw,TIGUAN,x,vw - TIGUAN
9386,5930949,M1,1,Personenwagen,4017,vw,vw tiguan 2.0 tdi 4m,tiguan 2.0 tdi 4m,tiguan,2.0,TDI 4M,1VF752,,163,Limousine,Weiss,,5,2,0,1830,430,2260,0,2500,75,0,1968,4,140.0,DFHA,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2017,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1311,CH,Schweiz,3,juristisch,12.0,Polizeifahrzeug,,vw,TIGUAN,x,vw - TIGUAN
9529,5924885,M1,1,Personenwagen,4017,vw,vw tiguan 2.0,tiguan 2.0,tiguan,2.0,,1VE941,,163,Limousine,Violett,Metallic,5,2,0,1763,457,2220,0,0,100,0,1984,4,132.0,CCZD,B,Benzin,195.0,B5b,G,M,Mechanisch,M7A,A,Allrad,2,2015,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5113,CH,Schweiz,1,männlich,,,,vw,TIGUAN,x,vw - TIGUAN
9828,5908682,M1,1,Personenwagen,4017,vw,vw tiguan 2.0tdi,tiguan 2.0tdi,tiguan,2.0tdi,,1VD980,,163,Limousine,Grau,Metallic,5,2,0,1668,592,2260,0,2200,100,0,1968,4,103.0,CFFB,D,Diesel,167.0,B5b,G,M,Mechanisch,M7A,A,Allrad,2,2012,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6800,CH,Schweiz,2,weiblich,,,,vw,TIGUAN,x,vw - TIGUAN
